step,agent,mean_reward,std_reward,mean_cum_regret,std_cum_regret,experiment,algo,noise_dist,noise_params
408,1,0.62,0.33,12.76,2.33,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
409,0,0.59,0.32,12.77,2.34,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
409,1,0.61,0.32,12.77,2.34,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
410,0,0.62,0.32,12.78,2.34,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
410,1,0.6,0.34,12.78,2.34,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
411,0,0.58,0.31,12.8,2.34,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
411,1,0.6,0.32,12.8,2.34,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
412,0,0.59,0.33,12.81,2.34,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
412,1,0.59,0.33,12.81,2.34,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
413,0,0.6,0.33,12.82,2.33,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
413,1,0.59,0.31,12.82,2.33,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
414,0,0.59,0.33,12.83,2.33,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
414,1,0.6,0.33,12.83,2.33,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
415,0,0.61,0.33,12.84,2.33,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
415,1,0.6,0.33,12.84,2.33,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
416,0,0.61,0.32,12.84,2.33,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
416,1,0.63,0.33,12.84,2.33,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
417,0,0.61,0.32,12.85,2.33,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
417,1,0.61,0.33,12.85,2.33,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
418,0,0.61,0.33,12.87,2.34,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
418,1,0.62,0.31,12.87,2.34,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
419,0,0.62,0.31,12.87,2.34,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
419,1,0.6,0.3,12.87,2.34,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
420,0,0.6,0.31,12.88,2.34,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
420,1,0.59,0.33,12.88,2.34,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
421,0,0.62,0.33,12.89,2.34,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
421,1,0.59,0.34,12.89,2.34,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
422,0,0.63,0.33,12.9,2.34,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
422,1,0.58,0.31,12.9,2.34,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
423,0,0.6,0.31,12.9,2.34,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
423,1,0.6,0.3,12.9,2.34,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
424,0,0.63,0.32,12.91,2.34,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
424,1,0.59,0.34,12.91,2.34,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
425,0,0.6,0.32,12.92,2.34,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
425,1,0.62,0.32,12.92,2.34,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
426,0,0.59,0.31,12.92,2.34,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
426,1,0.61,0.33,12.92,2.34,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
427,0,0.59,0.32,12.93,2.35,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
427,1,0.6,0.31,12.93,2.35,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
428,0,0.59,0.31,12.94,2.35,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
428,1,0.59,0.32,12.94,2.35,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
429,0,0.6,0.33,12.96,2.36,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
429,1,0.62,0.31,12.96,2.36,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
430,0,0.6,0.33,12.97,2.37,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
430,1,0.58,0.3,12.97,2.37,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
431,0,0.6,0.3,12.98,2.37,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
431,1,0.58,0.33,12.98,2.37,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
432,0,0.6,0.31,12.98,2.37,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
432,1,0.62,0.33,12.98,2.37,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
433,0,0.58,0.33,12.99,2.38,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
433,1,0.58,0.3,12.99,2.38,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
434,0,0.59,0.32,13.0,2.38,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
434,1,0.62,0.33,13.0,2.38,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
435,0,0.6,0.32,13.01,2.39,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
435,1,0.62,0.32,13.01,2.39,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
436,0,0.61,0.33,13.02,2.39,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
436,1,0.61,0.33,13.02,2.39,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
437,0,0.57,0.32,13.03,2.39,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
437,1,0.6,0.3,13.03,2.39,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
438,0,0.59,0.32,13.03,2.39,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
438,1,0.59,0.32,13.03,2.39,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
439,0,0.56,0.33,13.04,2.39,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
439,1,0.61,0.32,13.04,2.39,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
440,0,0.6,0.32,13.05,2.39,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
440,1,0.6,0.33,13.05,2.39,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
441,0,0.61,0.34,13.06,2.38,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
441,1,0.62,0.34,13.06,2.38,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
442,0,0.62,0.32,13.07,2.38,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
442,1,0.59,0.32,13.07,2.38,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
443,0,0.59,0.31,13.08,2.38,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
443,1,0.59,0.33,13.08,2.38,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
444,0,0.6,0.31,13.09,2.39,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
444,1,0.62,0.32,13.09,2.39,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
445,0,0.61,0.34,13.1,2.39,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
445,1,0.61,0.34,13.1,2.39,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
446,0,0.62,0.33,13.1,2.39,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
446,1,0.59,0.32,13.1,2.39,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
447,0,0.6,0.31,13.11,2.4,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
447,1,0.62,0.32,13.11,2.4,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
448,0,0.6,0.33,13.12,2.4,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
448,1,0.6,0.33,13.12,2.4,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
449,0,0.59,0.31,13.12,2.4,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
449,1,0.62,0.32,13.12,2.4,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
450,0,0.6,0.31,13.13,2.4,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
450,1,0.56,0.31,13.13,2.4,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
451,0,0.6,0.33,13.14,2.4,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
451,1,0.61,0.33,13.14,2.4,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
452,0,0.6,0.33,13.14,2.39,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
452,1,0.62,0.32,13.14,2.39,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
453,0,0.61,0.32,13.16,2.4,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
453,1,0.62,0.32,13.16,2.4,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
454,0,0.56,0.33,13.17,2.4,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
454,1,0.61,0.33,13.17,2.4,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
455,0,0.64,0.33,13.17,2.4,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
455,1,0.61,0.32,13.17,2.4,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
456,0,0.62,0.34,13.18,2.4,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
456,1,0.61,0.31,13.18,2.4,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
457,0,0.62,0.31,13.19,2.4,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
457,1,0.62,0.31,13.19,2.4,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
458,0,0.58,0.33,13.19,2.41,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
458,1,0.6,0.31,13.19,2.41,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
459,0,0.61,0.31,13.21,2.41,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
459,1,0.61,0.31,13.21,2.41,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
460,0,0.59,0.33,13.22,2.41,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
460,1,0.61,0.31,13.22,2.41,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
461,0,0.6,0.32,13.22,2.41,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
461,1,0.58,0.32,13.22,2.41,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
462,0,0.62,0.32,13.23,2.41,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
462,1,0.6,0.32,13.23,2.41,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
463,0,0.61,0.31,13.23,2.42,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
463,1,0.58,0.32,13.23,2.42,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
464,0,0.61,0.3,13.24,2.42,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
464,1,0.62,0.31,13.24,2.42,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
465,0,0.62,0.31,13.25,2.42,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
465,1,0.59,0.29,13.25,2.42,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
466,0,0.58,0.34,13.26,2.42,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
466,1,0.62,0.32,13.26,2.42,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
467,0,0.58,0.33,13.27,2.43,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
467,1,0.59,0.36,13.27,2.43,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
468,0,0.6,0.32,13.28,2.43,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
468,1,0.6,0.33,13.28,2.43,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
469,0,0.58,0.32,13.3,2.42,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
469,1,0.6,0.32,13.3,2.42,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
470,0,0.6,0.34,13.3,2.42,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
470,1,0.6,0.31,13.3,2.42,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
471,0,0.59,0.32,13.31,2.42,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
471,1,0.59,0.31,13.31,2.42,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
472,0,0.58,0.33,13.32,2.41,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
472,1,0.6,0.31,13.32,2.41,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
473,0,0.61,0.32,13.33,2.41,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
473,1,0.58,0.32,13.33,2.41,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
474,0,0.59,0.32,13.33,2.41,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
474,1,0.6,0.31,13.33,2.41,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
475,0,0.61,0.32,13.33,2.41,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
475,1,0.59,0.33,13.33,2.41,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
476,0,0.6,0.32,13.35,2.42,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
476,1,0.62,0.33,13.35,2.42,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
477,0,0.6,0.32,13.35,2.41,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
477,1,0.6,0.31,13.35,2.41,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
478,0,0.59,0.31,13.36,2.41,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
478,1,0.6,0.32,13.36,2.41,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
479,0,0.58,0.33,13.37,2.41,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
479,1,0.6,0.31,13.37,2.41,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
480,0,0.6,0.32,13.37,2.41,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
480,1,0.61,0.31,13.37,2.41,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
481,0,0.6,0.3,13.38,2.41,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
481,1,0.6,0.3,13.38,2.41,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
482,0,0.62,0.34,13.39,2.42,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
482,1,0.61,0.3,13.39,2.42,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
483,0,0.6,0.32,13.39,2.42,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
483,1,0.62,0.31,13.39,2.42,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
484,0,0.6,0.3,13.4,2.42,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
484,1,0.61,0.32,13.4,2.42,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
485,0,0.64,0.32,13.4,2.42,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
485,1,0.58,0.31,13.4,2.42,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
486,0,0.58,0.32,13.41,2.42,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
486,1,0.63,0.32,13.41,2.42,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
487,0,0.61,0.33,13.41,2.42,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
487,1,0.6,0.34,13.41,2.42,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
488,0,0.59,0.32,13.42,2.42,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
488,1,0.61,0.33,13.42,2.42,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
489,0,0.61,0.34,13.43,2.42,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
489,1,0.61,0.31,13.43,2.42,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
490,0,0.57,0.32,13.44,2.42,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
490,1,0.6,0.32,13.44,2.42,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
491,0,0.58,0.33,13.44,2.42,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
491,1,0.62,0.33,13.44,2.42,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
492,0,0.6,0.32,13.45,2.42,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
492,1,0.6,0.3,13.45,2.42,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
493,0,0.6,0.32,13.46,2.42,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
493,1,0.62,0.32,13.46,2.42,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
494,0,0.61,0.32,13.47,2.43,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
494,1,0.59,0.33,13.47,2.43,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
495,0,0.58,0.31,13.48,2.44,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
495,1,0.62,0.32,13.48,2.44,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
496,0,0.58,0.32,13.49,2.44,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
496,1,0.6,0.33,13.49,2.44,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
497,0,0.59,0.3,13.5,2.44,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
497,1,0.6,0.33,13.5,2.44,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
498,0,0.61,0.32,13.5,2.44,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
498,1,0.62,0.31,13.5,2.44,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
499,0,0.61,0.32,13.5,2.44,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
499,1,0.61,0.34,13.5,2.44,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
500,0,0.6,0.32,13.51,2.43,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
500,1,0.6,0.32,13.51,2.43,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
501,0,0.6,0.33,13.52,2.43,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
501,1,0.6,0.33,13.52,2.43,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
502,0,0.61,0.31,13.52,2.44,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
502,1,0.59,0.33,13.52,2.44,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
503,0,0.61,0.31,13.53,2.44,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
503,1,0.59,0.33,13.53,2.44,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
504,0,0.58,0.31,13.54,2.45,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
504,1,0.58,0.32,13.54,2.45,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
505,0,0.6,0.32,13.54,2.44,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
505,1,0.57,0.3,13.54,2.44,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
506,0,0.59,0.3,13.55,2.45,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
506,1,0.6,0.34,13.55,2.45,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
507,0,0.6,0.33,13.56,2.45,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
507,1,0.59,0.33,13.56,2.45,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
508,0,0.58,0.33,13.57,2.45,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
508,1,0.6,0.31,13.57,2.45,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
509,0,0.6,0.32,13.57,2.45,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
509,1,0.57,0.33,13.57,2.45,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
510,0,0.61,0.32,13.58,2.45,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
510,1,0.61,0.32,13.58,2.45,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
